No,Type,LAT,LONG_,Y_PROJ,X_PROJ,IND,Juv,Type1
141,RCC,38.296528,127.223101,4240209.804,344617.4951,2,0,F
142,RCC,38.266377,127.119822,4237042.571,335517.3464,2,0,F
143,RCC,38.268781,127.120729,4237307.777,335602.1342,2,0,F
144,RCC,38.29382,127.220873,4239912.985,344416.8552,2,0,F
145,RCC,38.27286,127.21552,4237596.109,343903.8252,2,0,F
146,RCC,38.247433,127.270501,4234683.097,348660.8035,2,0,F
147,RCC,38.290381,127.19457,4239576.025,342109.0777,2,0,F
148,RCC,38.266157,127.274732,4236754.026,349069.8241,2,0,F
149,RCC,38.263838,127.207349,4236608.769,343169.6384,2,0,F
150,RCC,38.274404,127.227241,4237747.667,344932.4478,2,0,F
151,RCC,38.272041,127.183795,4237559.286,341126.6763,2,0,F
152,RCC,38.283595,127.19817,4238816.759,342409.2574,2,0,F
153,RCC,38.263881,127.153365,4236706.414,338446.5562,2,0,F
154,RCC,38.287589,127.218536,4239225.435,344199.1398,2,0,F
155,RCC,38.275434,127.186424,4237931.225,341364.057,2,0,F
156,RCC,38.295018,127.210566,4240063.402,343518.0656,2,0,F
157,RCC,38.292999,127.23465,4239798.849,345620.0043,2,0,F
158,RCC,38.288875,127.266733,4239288.056,348417.2932,2,0,F
159,RCC,38.25417,127.273466,4235425.906,348934.2331,2,0,F
160,RCC,38.27921,127.244178,4238252.72,346424.2664,2,0,F
161,RCC,38.298665,127.213624,4240462.879,343793.3021,2,0,F
162,RCC,38.291449,127.215689,4239658.634,343958.4343,2,0,F
163,RCC,38.280624,127.236288,4238422.784,345737.0491,2,0,F
164,RCC,38.289041,127.361973,4239154.619,356747.3488,2,0,F
165,RCC,38.263357,127.247043,4236488.815,346641.5115,2,0,F
166,RCC,38.293076,127.224427,4239824.441,344726.1429,2,0,F
167,RCC,38.285258,127.264968,4238889.57,348255.3634,2,0,F
168,RCC,38.255708,127.08367,4235923.578,332329.9281,2,0,F
169,RCC,38.301535,127.221428,4240768.259,344481.8742,2,0,F
170,RCC,38.258843,127.244619,4235991.935,346419.9251,2,0,F
171,RCC,38.282637,127.242959,4238635.051,346324.7824,2,0,F
172,RCC,38.284182,127.165131,4238938.804,339520.6369,2,0,F
173,RCC,38.259056,127.257672,4235993.942,347562.4641,2,0,F
174,RCC,38.257337,127.082356,4236106.663,332218.7203,2,0,F
175,RCC,38.249262,127.255235,4234911.116,347328.7452,2,0,F
176,RCC,38.265066,127.25092,4236672.045,346984.2673,2,0,F
177,RCC,38.25523,127.08521,4235867.752,332463.5416,2,0,F
178,RCC,38.295989,127.222121,4240151.65,344530.6517,2,0,F
179,RCC,38.294357,127.273449,4239885.411,349016.051,2,0,F
180,RCC,38.276146,127.141007,4238089.207,337392.6801,2,0,F
181,RCC,38.269832,127.201715,4237283.489,342689.6498,2,0,F
182,RCC,38.254885,127.142797,4235726.686,337501.8336,2,0,F
183,RCC,38.26807,127.175666,4237132.636,340406.8934,2,0,F
184,RCC,38.286195,127.244292,4239027.685,346448.9594,2,0,F
185,RCC,38.266093,127.237922,4236807.624,345849.2891,1,1,N
186,RCC,38.268532,127.243045,4237069.763,346302.5824,1,0,N
