No,Type,LAT,LONG_,Y_PROJ,X_PROJ,IND,Juv,F
167,RCC,38.285258,127.264968,4238889.569636,348255.363355,2,0,F
168,RCC,38.255708,127.08367,4235923.578022,332329.928065,2,0,F
169,RCC,38.301535,127.221428,4240768.258942,344481.874216,2,0,F
170,RCC,38.258843,127.244619,4235991.935035,346419.925095,2,0,F
171,RCC,38.282637,127.242959,4238635.05114,346324.782425,2,0,F
172,RCC,38.284182,127.165131,4238938.803753,339520.636931,2,0,F
173,RCC,38.259056,127.257672,4235993.941588,347562.464073,2,0,F
174,RCC,38.257337,127.082356,4236106.662912,332218.720267,2,0,F
175,RCC,38.249262,127.255235,4234911.115888,347328.74524,2,0,F
176,RCC,38.265066,127.25092,4236672.045293,346984.26729,2,0,F
177,RCC,38.25523,127.08521,4235867.752006,332463.541553,2,0,F
178,RCC,38.295989,127.222121,4240151.649824,344530.651727,2,0,F
179,RCC,38.294357,127.273449,4239885.411195,349016.050959,2,0,F
180,RCC,38.276146,127.141007,4238089.206634,337392.68009,2,0,F
181,RCC,38.269832,127.201715,4237283.488692,342689.649835,2,0,F
182,RCC,38.254885,127.142797,4235726.685553,337501.833596,2,0,F
183,RCC,38.26807,127.175666,4237132.635569,340406.893364,2,0,F
184,RCC,38.286195,127.244292,4239027.685202,346448.959445,2,0,F
185,RCC,38.266093,127.237922,4236807.62447,345849.289085,1,1,N
186,RCC,38.268532,127.243045,4237069.76279,346302.58237,1,0,N
